bid;ask;tick;SpreadNominal;SpreadTick;Symbol;time;instrument
60005,00;60045,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T17:21:06Z;RFX20
   36,35;   36,59;0,01;  0,24; 24;WTIJul20;2020-06-11T17:21:06Z;WTI
   70,43;   70,45;0,01;  0,02;  2;DOJun20A;2020-06-11T17:21:14Z;DO
  122,65;  123,00;0,05;  0,35;  7;GGALJun20;2020-06-11T17:21:14Z;GGAL
 1738,20; 1740,00;0,10;  1,80; 18;OROJul20;2020-06-11T17:21:14Z;ORO
60005,00;60050,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T17:21:14Z;RFX20
   36,35;   36,59;0,01;  0,24; 24;WTIJul20;2020-06-11T17:21:14Z;WTI
   70,43;   70,45;0,01;  0,02;  2;DOJun20A;2020-06-11T17:21:22Z;DO
  122,60;  123,05;0,05;  0,45;  9;GGALJun20;2020-06-11T17:21:22Z;GGAL
 1738,20; 1740,00;0,10;  1,80; 18;OROJul20;2020-06-11T17:21:22Z;ORO
60005,00;60050,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T17:21:22Z;RFX20
   36,35;   36,59;0,01;  0,24; 24;WTIJul20;2020-06-11T17:21:22Z;WTI
   70,43;   70,45;0,01;  0,02;  2;DOJun20A;2020-06-11T17:21:31Z;DO
  122,60;  123,05;0,05;  0,45;  9;GGALJun20;2020-06-11T17:21:31Z;GGAL
 1738,30; 1740,00;0,10;  1,70; 17;OROJul20;2020-06-11T17:21:31Z;ORO
60005,00;60050,00;5,00; 45,00;  9;RFX20Jun20;2020-06-11T17:21:31Z;RFX20
   36,35;   36,59;0,01;  0,24; 24;WTIJul20;2020-06-11T17:21:31Z;WTI
   70,43;   70,45;0,01;  0,02;  2;DOJun20A;2020-06-11T17:21:40Z;DO
  122,60;  122,95;0,05;  0,35;  7;GGALJun20;2020-06-11T17:21:40Z;GGAL
 1738,90; 1740,00;0,10;  1,10; 11;OROJul20;2020-06-11T17:21:40Z;ORO
60005,00;60100,00;5,00; 95,00; 19;RFX20Jun20;2020-06-11T17:21:40Z;RFX20
   36,35;   36,59;0,01;  0,24; 24;WTIJul20;2020-06-11T17:21:40Z;WTI
   70,43;   70,45;0,01;  0,02;  2;DOJun20A;2020-06-11T17:21:48Z;DO
  122,60;  122,95;0,05;  0,35;  7;GGALJun20;2020-06-11T17:21:48Z;GGAL
 1738,90; 1740,00;0,10;  1,10; 11;OROJul20;2020-06-11T17:21:48Z;ORO
60020,00;60100,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T17:21:48Z;RFX20
