bid;ask;tick;SpreadNominal;SpreadTick;Symbol;time;instrument
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:03Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:12Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:39:12Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:12Z;ORO
61710,00;61800,00;5,00; 90,00; 18;RFX20Jun20;2020-06-11T14:39:12Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:12Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:20Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:39:20Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:20Z;ORO
61710,00;61800,00;5,00; 90,00; 18;RFX20Jun20;2020-06-11T14:39:20Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:20Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:30Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:39:30Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:30Z;ORO
61710,00;61790,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:39:30Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:30Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:40Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:39:40Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:40Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:39:40Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:40Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:48Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:39:48Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:48Z;ORO
61705,00;61785,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:39:48Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:48Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:39:58Z;DO
  126,65;  126,95;0,05;  0,30;  6;GGALJun20;2020-06-11T14:39:58Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:39:58Z;ORO
61705,00;61785,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:39:58Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:39:58Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:07Z;DO
  126,65;  126,95;0,05;  0,30;  6;GGALJun20;2020-06-11T14:40:07Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:07Z;ORO
61705,00;61785,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:40:07Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:07Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:14Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:40:14Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:14Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:14Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:14Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:25Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:40:25Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:25Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:25Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:25Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:33Z;DO
  126,70;  127,00;0,05;  0,30;  6;GGALJun20;2020-06-11T14:40:33Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:33Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:33Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:33Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:41Z;DO
  126,90;  127,00;0,05;  0,10;  2;GGALJun20;2020-06-11T14:40:41Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:41Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:41Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:41Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:49Z;DO
  126,90;  126,95;0,05;  0,05;  1;GGALJun20;2020-06-11T14:40:49Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:49Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:49Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:49Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:40:58Z;DO
  126,90;  126,95;0,05;  0,05;  1;GGALJun20;2020-06-11T14:40:58Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:40:58Z;ORO
61705,00;61790,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:40:58Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:40:58Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:09Z;DO
  126,65;  126,95;0,05;  0,30;  6;GGALJun20;2020-06-11T14:41:09Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:41:09Z;ORO
61710,00;61855,00;5,00;145,00; 29;RFX20Jun20;2020-06-11T14:41:09Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:41:09Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:19Z;DO
  126,95;  127,00;0,05;  0,05;  1;GGALJun20;2020-06-11T14:41:19Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:41:19Z;ORO
61715,00;61820,00;5,00;105,00; 21;RFX20Jun20;2020-06-11T14:41:19Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:41:19Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:27Z;DO
  126,55;  127,05;0,05;  0,50; 10;GGALJun20;2020-06-11T14:41:27Z;GGAL
 1751,00; 1754,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:41:27Z;ORO
61720,00;61900,00;5,00;180,00; 36;RFX20Jun20;2020-06-11T14:41:27Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:41:27Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:35Z;DO
  126,55;  127,05;0,05;  0,50; 10;GGALJun20;2020-06-11T14:41:35Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:41:35Z;ORO
61725,00;61850,00;5,00;125,00; 25;RFX20Jun20;2020-06-11T14:41:35Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:41:35Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:44Z;DO
  126,55;  127,05;0,05;  0,50; 10;GGALJun20;2020-06-11T14:41:44Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:41:44Z;ORO
61725,00;61845,00;5,00;120,00; 24;RFX20Jun20;2020-06-11T14:41:44Z;RFX20
   37,25;   37,30;0,01;  0,05;  5;WTIJul20;2020-06-11T14:41:44Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:41:52Z;DO
  126,30;  126,90;0,05;  0,60; 12;GGALJun20;2020-06-11T14:41:52Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:41:52Z;ORO
61750,00;61845,00;5,00; 95,00; 19;RFX20Jun20;2020-06-11T14:41:52Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:41:52Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:01Z;DO
  126,40;  127,00;0,05;  0,60; 12;GGALJun20;2020-06-11T14:42:01Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:01Z;ORO
61750,00;61845,00;5,00; 95,00; 19;RFX20Jun20;2020-06-11T14:42:01Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:42:01Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:13Z;DO
  126,45;  127,05;0,05;  0,60; 12;GGALJun20;2020-06-11T14:42:13Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:13Z;ORO
61775,00;61845,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:42:13Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:42:13Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:21Z;DO
  126,80;  127,05;0,05;  0,25;  5;GGALJun20;2020-06-11T14:42:21Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:21Z;ORO
61775,00;61875,00;5,00;100,00; 20;RFX20Jun20;2020-06-11T14:42:21Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:42:21Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:30Z;DO
  126,80;  127,00;0,05;  0,20;  4;GGALJun20;2020-06-11T14:42:30Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:30Z;ORO
61775,00;61870,00;5,00; 95,00; 19;RFX20Jun20;2020-06-11T14:42:30Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:42:30Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:38Z;DO
  126,80;  127,00;0,05;  0,20;  4;GGALJun20;2020-06-11T14:42:38Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:38Z;ORO
61775,00;61865,00;5,00; 90,00; 18;RFX20Jun20;2020-06-11T14:42:38Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:42:38Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:48Z;DO
  126,85;  127,05;0,05;  0,20;  4;GGALJun20;2020-06-11T14:42:48Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:48Z;ORO
61750,00;61865,00;5,00;115,00; 23;RFX20Jun20;2020-06-11T14:42:48Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:42:48Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:42:56Z;DO
  126,85;  127,05;0,05;  0,20;  4;GGALJun20;2020-06-11T14:42:56Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:42:56Z;ORO
61750,00;61860,00;5,00;110,00; 22;RFX20Jun20;2020-06-11T14:42:56Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:42:56Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:05Z;DO
  126,85;  127,15;0,05;  0,30;  6;GGALJun20;2020-06-11T14:43:05Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:05Z;ORO
61800,00;61855,00;5,00; 55,00; 11;RFX20Jun20;2020-06-11T14:43:05Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:05Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:14Z;DO
  127,00;  127,10;0,05;  0,10;  2;GGALJun20;2020-06-11T14:43:14Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:14Z;ORO
61750,00;61850,00;5,00;100,00; 20;RFX20Jun20;2020-06-11T14:43:14Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:14Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:23Z;DO
  127,00;  127,10;0,05;  0,10;  2;GGALJun20;2020-06-11T14:43:23Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:23Z;ORO
61765,00;61850,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:43:23Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:23Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:33Z;DO
  127,00;  127,10;0,05;  0,10;  2;GGALJun20;2020-06-11T14:43:33Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:33Z;ORO
61760,00;61880,00;5,00;120,00; 24;RFX20Jun20;2020-06-11T14:43:33Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:33Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:42Z;DO
  127,00;  127,10;0,05;  0,10;  2;GGALJun20;2020-06-11T14:43:42Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:42Z;ORO
61765,00;61880,00;5,00;115,00; 23;RFX20Jun20;2020-06-11T14:43:42Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:42Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:43:50Z;DO
  127,00;  127,10;0,05;  0,10;  2;GGALJun20;2020-06-11T14:43:50Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:43:50Z;ORO
61770,00;61875,00;5,00;105,00; 21;RFX20Jun20;2020-06-11T14:43:50Z;RFX20
   37,22;   37,30;0,01;  0,08;  8;WTIJul20;2020-06-11T14:43:50Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:00Z;DO
  126,60;  127,10;0,05;  0,50; 10;GGALJun20;2020-06-11T14:44:00Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:00Z;ORO
61765,00;61870,00;5,00;105,00; 21;RFX20Jun20;2020-06-11T14:44:00Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:44:00Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:08Z;DO
  126,60;  127,10;0,05;  0,50; 10;GGALJun20;2020-06-11T14:44:08Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:08Z;ORO
61760,00;61800,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T14:44:08Z;RFX20
   37,21;   37,30;0,01;  0,09;  9;WTIJul20;2020-06-11T14:44:08Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:16Z;DO
  126,60;  127,10;0,05;  0,50; 10;GGALJun20;2020-06-11T14:44:16Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:16Z;ORO
61760,00;61800,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T14:44:16Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:44:16Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:25Z;DO
  126,60;  127,10;0,05;  0,50; 10;GGALJun20;2020-06-11T14:44:25Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:25Z;ORO
61760,00;61800,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T14:44:25Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:44:25Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:34Z;DO
  126,60;  127,10;0,05;  0,50; 10;GGALJun20;2020-06-11T14:44:34Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:34Z;ORO
61760,00;61800,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T14:44:34Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:44:34Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:42Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:44:42Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:42Z;ORO
61760,00;61845,00;5,00; 85,00; 17;RFX20Jun20;2020-06-11T14:44:42Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:44:42Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:44:51Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:44:51Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:44:51Z;ORO
61800,00;61870,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:44:51Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:44:51Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:00Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:45:00Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:45:00Z;ORO
61760,00;61800,00;5,00; 40,00;  8;RFX20Jun20;2020-06-11T14:45:00Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:00Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:09Z;DO
  126,75;  127,10;0,05;  0,35;  7;GGALJun20;2020-06-11T14:45:09Z;GGAL
 1752,00; 1754,00;0,10;  2,00; 20;OROJul20;2020-06-11T14:45:09Z;ORO
61720,00;61800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:45:09Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:09Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:18Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:45:18Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:45:18Z;ORO
61720,00;61800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:45:18Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:18Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:27Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:45:27Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:45:27Z;ORO
61720,00;61800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:45:27Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:27Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:36Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:45:36Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:45:36Z;ORO
61720,00;61800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:45:36Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:36Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:44Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:45:44Z;GGAL
 1752,00; 1754,90;0,10;  2,90; 29;OROJul20;2020-06-11T14:45:44Z;ORO
61720,00;61800,00;5,00; 80,00; 16;RFX20Jun20;2020-06-11T14:45:44Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:44Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:45:53Z;DO
  126,55;  127,10;0,05;  0,55; 11;GGALJun20;2020-06-11T14:45:53Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:45:53Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:45:53Z;RFX20
   37,21;   37,29;0,01;  0,08;  8;WTIJul20;2020-06-11T14:45:53Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:01Z;DO
  126,55;  127,10;0,05;  0,55; 11;GGALJun20;2020-06-11T14:46:01Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:46:01Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:01Z;RFX20
   37,21;   37,25;0,01;  0,04;  4;WTIJul20;2020-06-11T14:46:01Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:10Z;DO
  126,55;  127,10;0,05;  0,55; 11;GGALJun20;2020-06-11T14:46:10Z;GGAL
 1752,00; 1754,90;0,10;  2,90; 29;OROJul20;2020-06-11T14:46:10Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:10Z;RFX20
   37,21;   37,25;0,01;  0,04;  4;WTIJul20;2020-06-11T14:46:10Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:18Z;DO
  126,65;  127,00;0,05;  0,35;  7;GGALJun20;2020-06-11T14:46:18Z;GGAL
 1752,00; 1754,90;0,10;  2,90; 29;OROJul20;2020-06-11T14:46:18Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:18Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:18Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:26Z;DO
  126,70;  127,10;0,05;  0,40;  8;GGALJun20;2020-06-11T14:46:26Z;GGAL
 1752,00; 1754,90;0,10;  2,90; 29;OROJul20;2020-06-11T14:46:26Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:26Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:26Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:34Z;DO
  126,70;  127,10;0,05;  0,40;  8;GGALJun20;2020-06-11T14:46:34Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:46:34Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:34Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:34Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:42Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:46:42Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:46:42Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:42Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:42Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:50Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:46:50Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:46:50Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:50Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:50Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:46:58Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:46:58Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:46:58Z;ORO
61730,00;61800,00;5,00; 70,00; 14;RFX20Jun20;2020-06-11T14:46:58Z;RFX20
   37,20;   37,25;0,01;  0,05;  5;WTIJul20;2020-06-11T14:46:58Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:47:08Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:47:08Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:47:08Z;ORO
61710,00;61800,00;5,00; 90,00; 18;RFX20Jun20;2020-06-11T14:47:08Z;RFX20
   37,20;   37,29;0,01;  0,09;  9;WTIJul20;2020-06-11T14:47:08Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:47:16Z;DO
  126,65;  127,10;0,05;  0,45;  9;GGALJun20;2020-06-11T14:47:16Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:47:16Z;ORO
61710,00;61720,00;5,00; 10,00;  2;RFX20Jun20;2020-06-11T14:47:16Z;RFX20
   37,20;   37,29;0,01;  0,09;  9;WTIJul20;2020-06-11T14:47:16Z;WTI
   70,42;   70,44;0,01;  0,02;  2;DOJun20A;2020-06-11T14:47:26Z;DO
  126,65;  127,05;0,05;  0,40;  8;GGALJun20;2020-06-11T14:47:26Z;GGAL
 1752,00; 1755,00;0,10;  3,00; 30;OROJul20;2020-06-11T14:47:26Z;ORO
61685,00;61720,00;5,00; 35,00;  7;RFX20Jun20;2020-06-11T14:47:26Z;RFX20
   37,20;   37,28;0,01;  0,08;  8;WTIJul20;2020-06-11T14:47:26Z;WTI
